gtdbId,K00368,K00370,K00376,K02567,K02575,K03385,K04561,K07234,K07673,K10535,K12266,K13771,K15864,K21563,K21564,contamination,completeness
RS_GCF_002209535.1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0.0,99.38
RS_GCF_002210105.1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0.66,99.07
RS_GCF_002211285.1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0.08,99.9
RS_GCF_002211365.1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0.57,99.94
RS_GCF_002216145.1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0.68,99.26
RS_GCF_002216795.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.88,99.07
RS_GCF_002217285.1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.55,99.65
RS_GCF_002217355.1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1.04,99.65
RS_GCF_002217395.1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.42,99.65
RS_GCF_002217435.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9,98.94
RS_GCF_002217655.1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0.0,86.62
RS_GCF_002220095.1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2.26,99.06
RS_GCF_002221505.1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0.93,96.58
RS_GCF_002222055.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.15,99.65
RS_GCF_002222635.1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0.27,99.36
RS_GCF_002224485.1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.3,99.39
RS_GCF_002234375.1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0.27,96.0
RS_GCF_002237365.1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0.09,99.94
RS_GCF_002237445.1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0.0,99.2
RS_GCF_002237555.1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1.43,99.55
RS_GCF_002238045.1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0.4,100.0
RS_GCF_002243345.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,99.62
RS_GCF_002245495.1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0.09,100.0
RS_GCF_002245535.1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0.45,100.0
RS_GCF_002250505.1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1.12,99.3
RS_GCF_002250625.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.52,98.79
RS_GCF_002251695.1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0.46,99.48
RS_GCF_002252445.1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0.0,100.0
RS_GCF_002252505.1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1.56,83.28
RS_GCF_002252525.1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0.14,100.0
RS_GCF_002259595.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,85.83
RS_GCF_002266285.1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0.89,98.67
RS_GCF_002266435.2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.67,99.96
RS_GCF_002266465.2,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0.85,99.92
RS_GCF_002270415.1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,3.19,98.68
RS_GCF_002272245.1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4.37,99.39
RS_GCF_002278035.1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0.0,100.0
RS_GCF_002278135.2,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0.0,99.96
RS_GCF_002284565.1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.99,98.77
RS_GCF_002286775.1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.78,99.65
RS_GCF_002287075.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.46,97.54
RS_GCF_002287375.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.89,98.67
RS_GCF_002294725.1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.2,99.51
RS_GCF_002295115.1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.72,99.92
RS_GCF_002303885.1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.05,99.65
RS_GCF_002304005.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.55,99.65
RS_GCF_002313155.2,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1.82,99.93
RS_GCF_002327085.1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0.45,99.25
RS_GCF_002332425.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,100.0
RS_GCF_002335525.1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,2.76,98.46
RS_GCF_002354875.1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2.14,100.0
RS_GCF_002379085.1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0.0,99.84
RS_GCF_002379095.1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0.0,99.69
RS_GCF_002407185.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.58,100.0
RS_GCF_002407205.1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,2.74,99.39
RS_GCF_002407245.1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0.0,99.42
RS_GCF_002443155.1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0.05,100.0
RS_GCF_002530675.1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,99.65
RS_GCF_002531575.1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1.8,99.99
RS_GCF_002531935.1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0.19,99.94
RS_GCF_002532045.1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0.89,99.59
RS_GCF_002554795.1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.13,97.18
RS_GCF_002563695.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1.16,100.0
RS_GCF_002563885.1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1.2,100.0
RS_GCF_002563955.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.14,99.49
RS_GCF_002564025.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,99.71
RS_GCF_002577195.1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.22,98.79
RS_GCF_002583555.1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3.44,99.65
RS_GCF_002600635.1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1.18,98.91
RS_GCF_002715865.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,97.64
RS_GCF_002734215.1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1.68,98.47
RS_GCF_002734285.1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,4.75,98.47
RS_GCF_002735645.1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1.71,98.29
RS_GCF_002735705.1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0.98,99.65
RS_GCF_002744735.1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0.0,100.0
RS_GCF_002750855.1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.83,98.84
RS_GCF_002752675.1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1.23,96.22
RS_GCF_002754195.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.19,99.65
RS_GCF_002760655.1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1.87,100.0
RS_GCF_002776695.1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0.27,99.7
RS_GCF_002786295.1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0.25,98.49
RS_GCF_002795245.1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0.47,99.7
RS_GCF_002796605.1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2.05,99.66
RS_GCF_002797735.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.94,92.86
RS_GCF_002797895.1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1.14,99.65
RS_GCF_002797935.1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.65,99.29
RS_GCF_002802965.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,98.45
RS_GCF_002806995.1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.08,98.68
RS_GCF_002807055.1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.52,98.35
RS_GCF_002808045.1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1.01,99.55
RS_GCF_002811875.1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0.0,98.82
RS_GCF_002811925.1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,96.47
RS_GCF_002811945.1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.0,100.0
RS_GCF_002811955.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,95.29
RS_GCF_002811985.1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1.18,98.82
RS_GCF_002813135.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,98.86
RS_GCF_002813295.1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.18,98.94
RS_GCF_002813325.1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1.38,99.85
RS_GCF_002814075.1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.06,99.5
RS_GCF_002814095.1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1.05,99.4
RS_GCF_002831665.1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.33,99.67
RS_GCF_002831685.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.67,99.66
RS_GCF_002834145.1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0.44,99.9
RS_GCF_002834295.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.37,97.54
RS_GCF_002836415.1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1.02,100.0
RS_GCF_002836595.1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.34,99.33
RS_GCF_002838765.1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0.0,100.0
RS_GCF_002843175.1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.78,98.68
RS_GCF_002843305.1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.68,95.44
RS_GCF_002844375.1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.5,99.88
RS_GCF_002844555.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.65,98.92
RS_GCF_002846335.1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1.28,99.95
RS_GCF_002846395.1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.45,100.0
RS_GCF_002846495.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.62,100.0
RS_GCF_002846555.1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1.79,99.62
RS_GCF_002847525.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.47,99.53
RS_GCF_002847825.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,94.41
RS_GCF_002849615.1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0.53,100.0
RS_GCF_002849655.1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1.48,100.0
RS_GCF_002849715.1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4.2,99.31
RS_GCF_002850745.1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2.03,99.37
RS_GCF_002855515.1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0.58,99.9
RS_GCF_002860125.1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.05,98.63
RS_GCF_002869965.1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1.12,99.67
RS_GCF_002871795.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,97.37
RS_GCF_002871945.1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.83,99.05
RS_GCF_002872475.1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0.89,97.2
RS_GCF_002878455.1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1.55,99.21
RS_GCF_002879535.1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.58,98.92
RS_GCF_002879885.1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1.43,99.95
RS_GCF_002885955.2,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0.0,99.53
RS_GCF_002886045.1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2.49,99.34
RS_GCF_002890795.1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0.14,100.0
RS_GCF_002895005.1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,99.01
RS_GCF_002895435.1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1.61,99.24
RS_GCF_002900975.1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0.0,99.64
RS_GCF_002902905.1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1.17,100.0
RS_GCF_002906165.1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1.64,99.68
RS_GCF_002909235.1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1.32,99.67
RS_GCF_002909255.1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1.64,99.67
RS_GCF_002909375.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.53,99.49
RS_GCF_002909485.1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0.55,100.0
RS_GCF_002910825.1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0.3,99.86
RS_GCF_002911015.1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8,100.0
RS_GCF_002911695.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.56,100.0
RS_GCF_002920895.1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,98.91
RS_GCF_002921135.1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,2.48,99.89
RS_GCF_002921145.1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1.34,95.53
RS_GCF_002924365.1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0.35,99.15
RS_GCF_002924445.1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,4.35,99.94
RS_GCF_002929225.1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,4.03,94.64
RS_GCF_002929495.1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1.11,98.74
RS_GCF_002929505.1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2.78,98.99
RS_GCF_002929535.1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1.24,99.24
RS_GCF_002929555.1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2.78,99.37
RS_GCF_002929805.1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2.78,98.65
RS_GCF_002929825.1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.51,98.99
RS_GCF_002929845.1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,2.4,98.99
RS_GCF_002930105.1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.43,100.0
RS_GCF_002934365.1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1.04,98.67
RS_GCF_002936955.1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0.0,99.46
RS_GCF_002937115.1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0.58,98.51
RS_GCF_002938425.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.69,99.05
RS_GCF_002940685.1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,2.03,99.96
RS_GCF_002951835.1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0.72,90.25
RS_GCF_002951995.1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,50.0
RS_GCF_002953415.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.85,97.88
RS_GCF_002954245.1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2.53,98.99
RS_GCF_002954405.1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2.03,98.84
RS_GCF_002954445.1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2.04,99.18
RS_GCF_002954545.1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.62,99.49
RS_GCF_002954605.1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.35,99.66
RS_GCF_002954645.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,99.33
RS_GCF_002954665.1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.84,99.33
RS_GCF_002964765.1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0.17,98.46
RS_GCF_002966795.1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0.47,99.53
RS_GCF_002967075.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.33,99.34
RS_GCF_002968575.1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0.31,98.53
RS_GCF_002968635.1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0.78,98.87
RS_GCF_002968835.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.27,98.76
RS_GCF_002975275.1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1.93,75.32
RS_GCF_002975435.1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.41,99.77
RS_GCF_002999235.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.47,99.29
RS_GCF_003001675.1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.22,99.68
RS_GCF_003001905.1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.51,97.69
RS_GCF_003001935.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.9,99.89
RS_GCF_003002065.1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0.27,98.09
RS_GCF_003003005.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.02,100.0
RS_GCF_003003215.1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0.0,99.69
RS_GCF_003003235.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.35,98.92
RS_GCF_003003355.1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1.2,98.95
RS_GCF_003004785.1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0.57,99.43
RS_GCF_003008535.1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0.7,99.61
RS_GCF_003008595.1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0.83,99.57
RS_GCF_003010955.1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0.0,100.0
RS_GCF_003011925.2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.12,100.0
RS_GCF_003012775.1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0.0,99.94
RS_GCF_003012795.1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0.0,99.97
RS_GCF_003012935.1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1.01,100.0
RS_GCF_003013245.1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0.49,98.12
RS_GCF_003013695.1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0.15,99.16
RS_GCF_003014575.1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0.31,100.0
RS_GCF_003020115.1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0.6,99.99
RS_GCF_003020125.1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1.41,99.8
RS_GCF_003024155.1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.96,99.6
RS_GCF_003024235.1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0.74,99.2
RS_GCF_003028855.1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1.56,99.49
RS_GCF_003030305.1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1.32,99.34
RS_GCF_003031265.1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0.36,99.19
RS_GCF_003032475.1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.39,100.0
RS_GCF_003034915.1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1.4,99.51
RS_GCF_003044425.1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0.0,99.47
RS_GCF_003044445.1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0.0,99.7
RS_GCF_003044565.1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0.07,94.48
RS_GCF_003046425.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,98.82
RS_GCF_003046545.1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0.61,98.79
RS_GCF_003046585.1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.95,100.0
RS_GCF_003047265.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.38,99.48
RS_GCF_003047295.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,98.96
RS_GCF_003049685.1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0.0,100.0
RS_GCF_003049725.1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0.0,100.0
RS_GCF_003050865.1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.72,99.52
RS_GCF_003050965.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.55,99.01
RS_GCF_003051105.1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6.58,84.58
RS_GCF_003054025.1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,98.1
RS_GCF_003054175.1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1.38,98.19
RS_GCF_003054285.1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.61,99.7
RS_GCF_003056345.1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.1,98.7
RS_GCF_003056355.1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1.06,99.52
RS_GCF_003056405.1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0.89,99.59
RS_GCF_003056725.1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1.81,83.38
RS_GCF_003057885.1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0.66,99.29
RS_GCF_003058195.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.08,100.0
RS_GCF_003069545.1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1.78,100.0
RS_GCF_003072065.1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0.69,99.39
RS_GCF_003072125.1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0.33,99.37
RS_GCF_003073135.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.85,99.15
RS_GCF_003073475.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.42,99.72
RS_GCF_003075035.1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0.0,100.0
RS_GCF_003075075.1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0.11,99.68
RS_GCF_003075415.1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1.49,99.69
RS_GCF_003075525.1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1.11,99.39
RS_GCF_003076515.1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0.18,79.99
RS_GCF_003095375.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.38,99.24
RS_GCF_003096355.1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.51,100.0
RS_GCF_003096595.1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.1,99.47
RS_GCF_003096995.1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,100.0
RS_GCF_003097635.1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.35,98.59
RS_GCF_003097655.1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.71,98.94
RS_GCF_003101015.1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.68,99.55
RS_GCF_003105115.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.67,99.65
RS_GCF_003112435.1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,4.92,100.0
RS_GCF_003114835.2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,100.0
RS_GCF_003115775.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.29,97.4
RS_GCF_003116035.1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,3.07,99.2
RS_GCF_003116095.1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,2.19,100.0
RS_GCF_003116585.1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1.18,99.25
RS_GCF_003119115.1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,3.07,100.0
RS_GCF_003119195.2,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,2.41,100.0
RS_GCF_003121625.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.22,97.93
RS_GCF_003122085.1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0.16,98.35
RS_GCF_003122325.1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,5.43,85.87
RS_GCF_003122385.1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.55,99.65
RS_GCF_003123725.1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0.0,99.37
RS_GCF_003123745.1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,97.27
RS_GCF_003129465.1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0.88,99.13
RS_GCF_003129485.1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.55,99.66
RS_GCF_003129565.1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0.68,98.79
RS_GCF_003129965.1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.02,99.89
RS_GCF_003130795.1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,2.47,98.46
RS_GCF_003143775.1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.72,100.0
RS_GCF_003143935.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3,100.0
RS_GCF_003148495.1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4.48,98.99
